id_nasabah,usia,jumlah_tanggungan,lama_usaha_tahun,pendapatan_bulanan,saldo_tabungan,plafon_pinjaman,tenor_bulan,rasio_utang_pendapatan,skor_kredit,jumlah_keterlambatan,riwayat_pinjaman_lunas,frekuensi_transaksi_bulanan,nilai_transaksi_bulanan,segmen_usaha,wilayah,jenis_usaha,gagal_bayar
NSB0384,35,0,0.5,2103045.0,712499.0,4399325.0,3,0.569,638.0,1,10,9,1885213.0,Mikro,Jawa,Jasa,0
NSB0385,39,1,7.7,7252228.0,2453563.0,11618751.0,20,0.57,621.0,4,3,17,1700391.0,Menengah,Indonesia Timur,Dagang,1
NSB0386,51,0,7.5,8809497.0,1725176.0,11968267.0,10,0.526,516.0,4,0,13,3791613.0,Menengah,Sulawesi,Pertanian,1
NSB0387,45,5,8.1,7687577.0,4215326.0,10964786.0,19,0.391,615.0,4,6,29,3251531.0,Menengah,Jawa,Dagang,0
NSB0388,37,2,1.2,3242888.0,1189027.0,7327464.0,6,0.662,521.0,4,0,13,823917.0,Mikro,Kalimantan,Produksi,1
NSB0389,38,1,6.9,8697357.0,1129720.0,8673829.0,13,0.398,641.0,2,0,11,2397598.0,Kecil,Jawa,Jasa,0
NSB0390,35,2,4.5,4466847.0,1162404.0,7440379.0,12,0.422,660.0,3,6,22,4838075.0,Kecil,Jawa,Dagang,0
NSB0391,37,2,6.0,3059982.0,619047.0,5324730.0,10,0.415,605.0,3,6,12,2692699.0,Kecil,Sulawesi,Dagang,0
NSB0392,39,3,1.3,4137319.0,1514553.0,3932935.0,19,0.246,691.0,0,10,20,1653475.0,Kecil,Jawa,Dagang,0
NSB0393,23,4,1.5,2470583.0,600570.0,4985148.0,7,0.487,564.0,5,5,18,816989.0,Mikro,Kalimantan,Dagang,1
NSB0394,30,1,0.5,1673227.0,1179501.0,2573121.0,3,0.521,506.0,3,3,23,2372386.0,Mikro,Indonesia Timur,Dagang,0
NSB0395,56,4,3.2,5816420.0,1663915.0,13268531.0,21,0.411,599.0,4,4,22,2997685.0,Menengah,Jawa,Dagang,0
NSB0396,32,1,2.4,3511444.0,389899.0,7500109.0,4,0.373,622.0,5,3,18,2792720.0,Kecil,Sulawesi,Pertanian,1
NSB0397,33,1,6.3,2655127.0,811495.0,4932726.0,14,0.679,511.0,2,2,30,3590040.0,Kecil,Kalimantan,Jasa,0
NSB0398,34,1,5.5,5995123.0,2380816.0,9042541.0,12,0.437,689.0,3,8,19,7143126.0,Menengah,Jawa,Jasa,0
NSB0399,20,4,0.5,1702020.0,246551.0,2621359.0,3,0.651,560.0,3,6,10,787157.0,Mikro,Sumatera,Produksi,1
NSB0400,38,2,3.7,2506710.0,371896.0,3842830.0,14,0.659,477.0,5,3,23,3138317.0,Mikro,Jawa,Dagang,1
